gene_name,transcript_name,transcript_biotype,UniProtKB,scFib,iHSC,iHSC_transcript_percent,scFib_transcript_percent,iHSC_entropy,scFib_entropy,entropy_diff
CTSA,CTSA-214,nonsense_mediated_decay,U3KQU6,2.0,11.0,0.008,0.0016652789342214821,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-217,protein_coding,U3KQ41,3.0,4.0,0.002909090909090909,0.002497918401332223,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-222,nonsense_mediated_decay,A0A7I2V4D1,0.0,0.0,0.0,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-223,nonsense_mediated_decay,A0A7I2V4Q9,6.0,1.0,0.0007272727272727272,0.004995836802664446,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-224,nonsense_mediated_decay,A0A7I2V2E2,1.0,12.0,0.008727272727272728,0.0008326394671107411,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-226,nonsense_mediated_decay,A0A7I2V504,0.0,0.0,0.0,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-228,nonsense_mediated_decay,A0A7I2V3M2,0.0,5.0,0.0036363636363636364,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-230,nonsense_mediated_decay,A0A7I2V4R8,0.0,3.0,0.002181818181818182,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-231,nonsense_mediated_decay,A0A7I2YQT8,0.0,1.0,0.0007272727272727272,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-232,protein_coding,A0A7I2V4K5,4.0,14.0,0.010181818181818183,0.0033305578684429643,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSA,CTSA-236,nonsense_mediated_decay,A0A7I2V3B2,0.0,0.0,0.0,0.0,1.5691346871483256,1.1517786078014596,0.417356079346866
CTSB,CTSB-201,protein_coding,P07858,15.0,2.0,0.0007158196134574087,0.0027432333577176297,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-204,protein_coding,A0A7P0NGZ6,99.0,1271.0,0.45490336435218326,0.018105340160936356,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-205,protein_coding,E9PHZ5,1.0,0.0,0.0,0.000182882223847842,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-206,protein_coding,E9PSG5,1.0,0.0,0.0,0.000182882223847842,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-212,protein_coding,E9PKQ7,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-213,protein_coding,E9PL32,3.0,0.0,0.0,0.0005486466715435259,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-214,protein_coding,E9PNL5,4.0,2.0,0.0007158196134574087,0.000731528895391368,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-215,protein_coding,E9PIS1,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-217,protein_coding,E9PLY3,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-220,protein_coding,E9PS78,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-221,nonsense_mediated_decay,E9PCB3,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-222,protein_coding,E9PR00,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-224,protein_coding,E9PKX0,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-227,protein_coding,E9PR21,4.0,0.0,0.0,0.000731528895391368,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-231,protein_coding,A0A7I2YQK9,170.0,12.0,0.004294917680744453,0.03108997805413314,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-239,nonsense_mediated_decay,A0A7I2V302,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-247,nonsense_mediated_decay,A0A7I2V2J1,0.0,6.0,0.0021474588403722263,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-249,protein_coding,A0A7I2V367,1.0,0.0,0.0,0.000182882223847842,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-254,protein_coding,A0A7I2V440,28.0,0.0,0.0,0.005120702267739576,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-256,protein_coding,A0A7I2V668,3.0,0.0,0.0,0.0005486466715435259,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-259,protein_coding,A0A7I2V4Z9,0.0,0.0,0.0,0.0,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSB,CTSB-262,nonsense_mediated_decay,A0A7I2V4S6,148.0,51.0,0.01825340014316392,0.027066569129480616,0.2626220640252073,1.5151170697114764,1.2524950056862691
CTSK,CTSK-201,protein_coding,P43235,0.0,0.0,0.0,0.0,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-202,protein_coding,Q5QP40,8.0,0.0,0.0,0.002734107997265892,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-204,nonsense_mediated_decay,A0A7I2V354,157.0,8.0,0.011251758087201125,0.05365686944634313,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-205,protein_coding,A0A7I2YQX0,3.0,2.0,0.0028129395218002813,0.0010252904989747095,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-206,protein_coding,A0A7I2V2M6,9.0,1.0,0.0014064697609001407,0.0030758714969241286,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-209,protein_coding,A0A7I2V4B1,7.0,2.0,0.0028129395218002813,0.0023923444976076554,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-212,protein_coding,A0A7I2V4B6,6.0,0.0,0.0,0.002050580997949419,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-213,nonsense_mediated_decay,A0A7I2V617,1.0,0.0,0.0,0.0003417634996582365,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-214,protein_coding,A0A7I2V5Y6,129.0,4.0,0.005625879043600563,0.04408749145591251,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTSK,CTSK-220,protein_coding,A0A7I2V5Y9,36.0,10.0,0.014064697609001406,0.012303485987696514,1.5188313315562367,1.3416964846694894,0.1771348468867473
CTTN,CTTN-201,protein_coding,Q14247,467.0,141.0,0.16906474820143885,0.24617817606747497,0.6617092196063047,0.5475130733908256,0.11419614621547913
CTTN,CTTN-213,protein_coding,H0YCD9,145.0,302.0,0.36211031175059955,0.0764364786505008,0.6617092196063047,0.5475130733908256,0.11419614621547913
CTTN,CTTN-215,nonsense_mediated_decay,H0YEV2,0.0,3.0,0.0035971223021582736,0.0,0.6617092196063047,0.5475130733908256,0.11419614621547913
CUL4B,CUL4B-201,protein_coding,K4DI93,5.0,2.0,0.0029498525073746312,0.009416195856873822,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-202,protein_coding,Q13620,3.0,0.0,0.0,0.005649717514124294,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-204,protein_coding,A0A804CL36,60.0,23.0,0.03392330383480826,0.11299435028248588,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-206,protein_coding,A0A7P0T894,1.0,1.0,0.0014749262536873156,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-208,nonsense_mediated_decay,A0A669KAU9,2.0,0.0,0.0,0.003766478342749529,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-209,nonsense_mediated_decay,A0A669KBG9,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-210,protein_coding,A0A669KAX4,17.0,3.0,0.004424778761061947,0.032015065913371,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-211,nonsense_mediated_decay,A0A7P0Z439,13.0,0.0,0.0,0.02448210922787194,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-212,nonsense_mediated_decay,A0A7P0T8W4,0.0,418.0,0.616519174041298,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-213,protein_coding,A0A7P0T8P8,1.0,0.0,0.0,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-214,protein_coding,A0A7P0T9L3,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-219,protein_coding,A0A7P0T9C8,1.0,0.0,0.0,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-222,nonsense_mediated_decay,A0A7P0Z4G9,1.0,0.0,0.0,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-223,protein_coding,A0A7P0T809,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-224,nonsense_mediated_decay,A0A7P0Z4E4,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-225,protein_coding,A0A7P0TAQ3,1.0,0.0,0.0,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-227,nonsense_mediated_decay,A0A7P0TAF9,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-228,protein_coding,A0A7P0T954,1.0,0.0,0.0,0.0018832391713747645,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-233,nonsense_mediated_decay,A0A7P0T9R8,42.0,0.0,0.0,0.07909604519774012,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-239,non_stop_decay,A0A7P0T9D0,0.0,1.0,0.0014749262536873156,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUL4B,CUL4B-240,nonsense_mediated_decay,A0A7P0T9P5,0.0,0.0,0.0,0.0,0.3020482837791754,1.6399076319635888,1.3378593481844134
CUTA,CUTA-201,nonsense_mediated_decay,H0YDR4,30.0,3226.0,0.20330224350894882,0.0011497336450388993,0.389701143241084,0.953517728223775,0.563816584982691
CUTA,CUTA-202,protein_coding,O60888,0.0,0.0,0.0,0.0,0.389701143241084,0.953517728223775,0.563816584982691
CUTA,CUTA-211,protein_coding,C9IZQ5,14.0,279.0,0.01758255608772372,0.0005365423676848196,0.389701143241084,0.953517728223775,0.563816584982691
CUTA,CUTA-213,protein_coding,C9IZG4,58.0,92.0,0.005797832114948324,0.0022228183804085385,0.389701143241084,0.953517728223775,0.563816584982691
CWC22,CWC22-201,protein_coding,B7WP74,3909.0,629.0,0.4701046337817638,0.730108330220396,0.6913586481800605,0.583151062673051,0.1082075855070096
CWC22,CWC22-202,protein_coding,Q9HCG8,1445.0,709.0,0.5298953662182362,0.26989166977960405,0.6913586481800605,0.583151062673051,0.1082075855070096
CWC27,CWC27-201,protein_coding,Q6UX04,93.0,70.0,0.0489853044086774,0.04629168740666999,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-203,protein_coding,A0A8I5KUR8,1.0,0.0,0.0,0.0004977600796416127,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-204,protein_coding,D6REK3,2.0,0.0,0.0,0.0009955201592832255,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-206,protein_coding,A0A8I5KY88,51.0,1.0,0.0006997900629811056,0.02538576406172225,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-207,protein_coding,A0A8I5KRF5,352.0,28.0,0.01959412176347096,0.1752115480338477,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-209,nonsense_mediated_decay,A0A8I5KP30,9.0,25.0,0.01749475157452764,0.004479840716774514,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-213,protein_coding,A0A8I5KZ67,9.0,19.0,0.013296011196641007,0.004479840716774514,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-214,protein_coding,A0A8I5KT14,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-215,protein_coding,A0A8I5KX65,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-216,protein_coding,A0A8I5KW10,3.0,0.0,0.0,0.0014932802389248383,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-217,protein_coding,A0A8I5KRH9,3.0,0.0,0.0,0.0014932802389248383,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-219,protein_coding,A0A8I5KU89,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-220,protein_coding,A0A8I5KQK1,2.0,1.0,0.0006997900629811056,0.0009955201592832255,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-221,protein_coding,A0A8I5KPF6,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-223,protein_coding,A0A8I5KQW2,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-224,protein_coding,A0A8I5KUW8,178.0,39.0,0.02729181245626312,0.08860129417620707,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-226,protein_coding,A0A8I5KP46,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-228,protein_coding,A0A8I5KXM7,0.0,0.0,0.0,0.0,1.618612835583121,1.380167882041559,0.23844495354156203
CWC27,CWC27-229,protein_coding,A0A8I5KST0,4.0,4.0,0.0027991602519244225,0.001991040318566451,1.618612835583121,1.380167882041559,0.23844495354156203
DAP3,DAP3-201,protein_coding,P51398,235.0,125.0,0.17385257301808066,0.12119649303764828,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-207,protein_coding,V9GZ61,0.0,3.0,0.004172461752433936,0.0,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-208,protein_coding,V9GY11,0.0,0.0,0.0,0.0,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-209,protein_coding,V9GYL4,64.0,16.0,0.022253129346314324,0.03300670448684889,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-211,protein_coding,V9GYJ3,0.0,2.0,0.0027816411682892906,0.0,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-212,protein_coding,V9GYL9,45.0,250.0,0.3477051460361613,0.02320783909231563,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-215,protein_coding,V9GYC9,12.0,11.0,0.015299026425591099,0.006188757091284167,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-217,protein_coding,V9GYA7,3.0,0.0,0.0,0.0015471892728210418,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-219,protein_coding,V9GZ03,7.0,3.0,0.004172461752433936,0.0036101083032490976,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-220,protein_coding,V9GYW1,6.0,2.0,0.0027816411682892906,0.0030943785456420837,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-221,protein_coding,V9GYF7,24.0,0.0,0.0,0.012377514182568335,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-224,protein_coding,V9GYJ9,1.0,0.0,0.0,0.0005157297576070139,1.011297677895118,1.3133295762813284,0.3020318983862105
DAP3,DAP3-226,protein_coding,V9GYR8,0.0,0.0,0.0,0.0,1.011297677895118,1.3133295762813284,0.3020318983862105
DCN,DCN-201,protein_coding,P07585,35481.0,747.0,0.0932933683027351,0.27444868155413404,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-202,nonsense_mediated_decay,A0A7I2PRI8,182.0,280.0,0.03496940177344823,0.0014077861402680982,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-207,protein_coding,F8VNW0,59.0,64.0,0.00799300611964531,0.00045637023228471316,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-208,protein_coding,F8VNV6,13.0,15.0,0.0018733608092918695,0.00010055615287629272,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-209,protein_coding,F8VU58,171.0,176.0,0.021980766829024605,0.001322700164757389,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-211,protein_coding,F8VWU0,27.0,14.0,0.0017484700886724117,0.0002088473944353772,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-212,protein_coding,H0YI87,1503.0,1091.0,0.13625577619582865,0.011625838290235998,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-214,protein_coding,F8VX58,99.0,68.0,0.008492569002123142,0.0007657737795963831,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-216,protein_coding,F8VXZ8,50.0,23.0,0.0028724865742475333,0.0003867544341395874,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-217,protein_coding,H0YIH3,44.0,30.0,0.003746721618583739,0.0003403439020428369,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-218,protein_coding,F8VSI3,651.0,72.0,0.008992131884600974,0.005035542732497428,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCN,DCN-219,protein_coding,F8VUF6,150.0,8.0,0.0009991257649556637,0.0011602633024187623,1.6025747058181752,0.39016587339540704,1.2124088324227682
DCTN2,DCTN2-201,protein_coding,Q13561,0.0,13.0,0.005550811272416738,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-204,protein_coding,F8VRV7,0.0,0.0,0.0,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-205,protein_coding,H0YI98,0.0,2.0,0.0008539709649871904,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-212,nonsense_mediated_decay,F8W0U6,1.0,0.0,0.0,0.00031377470975839345,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-214,protein_coding,H0YHL1,0.0,0.0,0.0,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-215,nonsense_mediated_decay,F8W1I6,10.0,19.0,0.008112724167378309,0.0031377470975839346,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-217,nonsense_mediated_decay,F8VX93,4.0,10.0,0.004269854824935952,0.0012550988390335738,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-218,protein_coding,F8VW18,0.0,2.0,0.0008539709649871904,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-222,nonsense_mediated_decay,A0A7I2V2Z2,0.0,0.0,0.0,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-227,nonsense_mediated_decay,A0A7I2V5R4,1640.0,291.0,0.12425277540563621,0.5145905240037653,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-228,protein_coding,A0A7I2V4Y9,60.0,48.0,0.02049530315969257,0.01882648258550361,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-229,protein_coding,A0A7I2V4H4,1.0,1.0,0.0004269854824935952,0.00031377470975839345,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-230,nonsense_mediated_decay,A0A7I2V390,567.0,671.0,0.2865072587532024,0.1779102604330091,0.9847359347048412,0.7208777440053532,0.263858190699488
DCTN2,DCTN2-231,protein_coding,A8K8J9,0.0,0.0,0.0,0.0,0.9847359347048412,0.7208777440053532,0.263858190699488
DDAH2,DDAH2-211,protein_coding,O95865,53.0,39.0,0.02005141388174807,0.030079455164585697,0.4906430096261628,0.6927229524075992,0.20207994278143637
DDAH2,DDAH2-214,protein_coding,Q5SRR8,50.0,163.0,0.08380462724935733,0.028376844494892167,0.4906430096261628,0.6927229524075992,0.20207994278143637
DDT,DDT-201,protein_coding,P30046,52.0,285.0,0.013756818072114688,0.0028797696184305254,0.6572221975703045,0.38739536010092424,0.2698268374693803
DDT,DDT-203,protein_coding,B5MC82,3.0,10.0,0.0004826953709513926,0.0001661405549094534,0.6572221975703045,0.38739536010092424,0.2698268374693803
DDT,DDT-204,protein_coding,H7C342,412.0,90.0,0.004344258338562533,0.022816636207564932,0.6572221975703045,0.38739536010092424,0.2698268374693803
DDX24,DDX24-202,protein_coding,F5GYL3,3.0,79.0,0.021016227720138336,0.000152114390021296,0.5337694082718677,0.11045304667259795,0.4233163615992698
DDX24,DDX24-205,protein_coding,G3V529,126.0,23.0,0.006118648576749135,0.006388804380894433,0.5337694082718677,0.11045304667259795,0.4233163615992698
DDX52,DDX52-209,nonsense_mediated_decay,A0A087X1P7,13.0,5.0,0.0033738191632928477,0.0034815211569362613,0.4332305065917811,1.0370405920560017,0.6038100854642207
DDX52,DDX52-210,nonsense_mediated_decay,A0A087WTD6,29.0,1.0,0.0006747638326585695,0.007766470273165506,0.4332305065917811,1.0370405920560017,0.6038100854642207
DDX52,DDX52-212,nonsense_mediated_decay,A0A087X121,0.0,3.0,0.0020242914979757085,0.0,0.4332305065917811,1.0370405920560017,0.6038100854642207
DDX52,DDX52-215,nonsense_mediated_decay,A0A087X069,16.0,77.0,0.05195681511470985,0.004284949116229245,0.4332305065917811,1.0370405920560017,0.6038100854642207
DDX60L,DDX60L-204,protein_coding,D6RBA2,0.0,8.0,0.015533980582524271,0.0,0.7517384878130821,0.9695824466022951,0.21784395878921303
DDX60L,DDX60L-205,protein_coding,H0Y8H0,38.0,114.0,0.22135922330097088,0.011882426516572859,0.7517384878130821,0.9695824466022951,0.21784395878921303
DDX60L,DDX60L-206,protein_coding,Q5H9U9,226.0,11.0,0.021359223300970873,0.07066916823014384,0.7517384878130821,0.9695824466022951,0.21784395878921303
DDX60L,DDX60L-209,protein_coding,D6RIU1,19.0,1.0,0.001941747572815534,0.0059412132582864294,0.7517384878130821,0.9695824466022951,0.21784395878921303
DDX60L,DDX60L-213,protein_coding,H0Y939,0.0,4.0,0.007766990291262136,0.0,0.7517384878130821,0.9695824466022951,0.21784395878921303
DDX60L,DDX60L-214,protein_coding,D6RB62,54.0,3.0,0.005825242718446602,0.016885553470919325,0.7517384878130821,0.9695824466022951,0.21784395878921303
DECR1,DECR1-201,protein_coding,Q16698,2516.0,412.0,0.2019607843137255,0.7939413064058063,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-203,nonsense_mediated_decay,E5RHR1,24.0,9.0,0.004411764705882353,0.00757336699274219,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-204,nonsense_mediated_decay,E5RGS6,551.0,819.0,0.40147058823529413,0.17387188387503943,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-205,protein_coding,E5RFV2,8.0,5.0,0.0024509803921568627,0.0025244556642473968,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-206,nonsense_mediated_decay,E5RID6,1.0,0.0,0.0,0.0003155569580309246,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-209,protein_coding,E5RJG7,1.0,0.0,0.0,0.0003155569580309246,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-210,nonsense_mediated_decay,H0YAW3,0.0,2.0,0.000980392156862745,0.0,0.7826362289094921,0.5375374957219778,0.2450987331875143
DECR1,DECR1-211,protein_coding,E5RJD2,1.0,21.0,0.010294117647058823,0.0003155569580309246,0.7826362289094921,0.5375374957219778,0.2450987331875143
DEF8,DEF8-201,protein_coding,Q6ZN54,13.0,1.0,0.0002390628735357399,0.0035743744844652188,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-203,protein_coding,H3BTS7,6.0,7.0,0.0016734401147501792,0.0016497113005224085,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-204,nonsense_mediated_decay,H3BQ81,4.0,2.0,0.0004781257470714798,0.0010998075336816058,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-205,protein_coding,H3BSH6,0.0,0.0,0.0,0.0,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-208,protein_coding,H3BMT5,4.0,1.0,0.0002390628735357399,0.0010998075336816058,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-209,protein_coding,H3BQX9,7.0,2.0,0.0004781257470714798,0.00192466318394281,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-215,protein_coding,H3BNN0,0.0,0.0,0.0,0.0,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-216,protein_coding,H3BT01,2.0,3.0,0.0007171886206072197,0.0005499037668408029,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-217,protein_coding,H3BQH5,2.0,35.0,0.008367200573750896,0.0005499037668408029,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-220,protein_coding,H3BRA7,0.0,3.0,0.0007171886206072197,0.0,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-221,protein_coding,H3BT87,1.0,78.0,0.018646904135787713,0.00027495188342040145,1.3424878764307902,1.8281972072333796,0.4857093308025895
DEF8,DEF8-224,protein_coding,H3BMP4,0.0,8.0,0.0019125029882859192,0.0,1.3424878764307902,1.8281972072333796,0.4857093308025895
DERA,DERA-201,protein_coding,Q9Y315,899.0,207.0,0.24295774647887325,0.9287190082644629,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-202,protein_coding,E9PPK3,1.0,1.0,0.0011737089201877935,0.0010330578512396695,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-203,nonsense_mediated_decay,E9PJ44,48.0,3.0,0.0035211267605633804,0.049586776859504134,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-204,protein_coding,G3V158,5.0,625.0,0.7335680751173709,0.005165289256198347,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-205,nonsense_mediated_decay,E9PJB9,5.0,1.0,0.0011737089201877935,0.005165289256198347,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-207,protein_coding,E9PML7,5.0,6.0,0.007042253521126761,0.005165289256198347,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-209,protein_coding,E9PPM8,3.0,0.0,0.0,0.0030991735537190084,0.6702849346896325,0.32284447389566373,0.34744046079396873
DERA,DERA-210,protein_coding,E9PMH9,0.0,5.0,0.005868544600938967,0.0,0.6702849346896325,0.32284447389566373,0.34744046079396873
DHRS7,DHRS7-201,protein_coding,Q9Y394,662.0,53.0,0.03126843657817109,0.19556868537666175,1.2364648978425306,0.07145286282264203,1.1650120350198885
DHRS7,DHRS7-205,protein_coding,H0YJ66,6.0,35.0,0.02064896755162242,0.0017725258493353029,1.2364648978425306,0.07145286282264203,1.1650120350198885
DHRS7,DHRS7-208,protein_coding,H0YJE4,2.0,91.0,0.05368731563421829,0.0005908419497784342,1.2364648978425306,0.07145286282264203,1.1650120350198885
